planner,mapName,problemIndex,numSteps,cost,timespent,success
0,./map2.txt,0,10,18.89101,0.010526782003580593,True
1,./map2.txt,0,10,18.89101,0.011148100005812012,True
2,./map2.txt,0,10,18.89101,0.005473476994666271,True
3,./map2.txt,0,10,18.89101,0.010414895004942082,True
