planner,mapName,problemIndex,numSteps,cost,timespent,success
0,./map2.txt,0,4,4.668763,0.007191331998910755,True
1,./map2.txt,0,4,4.668763,0.008258525005658157,True
2,./map2.txt,0,4,4.668763,0.0046652690070914105,True
3,./map2.txt,0,4,4.668763,0.005510571994818747,True
