planner,mapName,problemIndex,numSteps,cost,timespent,success
0,./map2.txt,0,31,24.380116,0.008889047996490262,True
1,./map2.txt,0,31,24.380116,0.008802861993899569,True
2,./map2.txt,0,31,24.380116,0.005109108009492047,True
3,./map2.txt,0,31,24.380116,0.0054976420069579035,True
