planner,mapName,problemIndex,numSteps,cost,timespent,success
0,./map2.txt,0,34,22.154798,0.011328082997351885,True
1,./map2.txt,0,34,22.154798,0.010138318000826985,True
2,./map2.txt,0,34,22.154798,0.006132927999715321,True
3,./map2.txt,0,34,22.154798,0.010707534005632624,True
