planner,mapName,problemIndex,numSteps,cost,timespent,success
0,./map2.txt,0,47,36.1575282,0.8795630070089828,True
1,./map2.txt,0,47,36.1575282,0.8217060790047981,True
2,./map2.txt,0,47,36.1575282,0.8323150649957824,True
3,./map2.txt,0,47,36.1575282,0.8494971259933664,True
