planner,mapName,problemIndex,numSteps,cost,timespent,success
0,./map2.txt,0,46,35.7294126,0.308242027007509,True
1,./map2.txt,0,46,35.7294126,0.316279835999012,True
2,./map2.txt,0,46,35.7294126,0.3248975460010115,True
3,./map2.txt,0,46,35.7294126,0.31385106800007634,True
