planner,mapName,problemIndex,numSteps,cost,timespent,success
0,./map2.txt,0,57,42.8011568,1.541919871000573,True
1,./map2.txt,0,57,42.8011568,1.50271288100339,True
2,./map2.txt,0,57,42.8011568,1.5635856720036827,True
3,./map2.txt,0,57,42.8011568,1.6083723659976386,True
