planner,mapName,problemIndex,numSteps,cost,timespent,success
0,./map2.txt,0,29,26.693808000000004,0.4459227040060796,True
1,./map2.txt,0,29,26.693808000000004,0.461232020999887,True
2,./map2.txt,0,29,26.693808000000004,0.46669535800174344,True
3,./map2.txt,0,29,26.693808000000004,0.4364242089941399,True
