planner,mapName,problemIndex,numSteps,cost,timespent,success
0,./map2.txt,0,8,4.977600999999999,0.0065247440070379525,True
1,./map2.txt,0,8,4.977600999999999,0.006148293992737308,True
2,./map2.txt,0,8,4.977600999999999,0.004027878996566869,True
3,./map2.txt,0,8,4.977600999999999,0.007283721002750099,True
