planner,mapName,problemIndex,numSteps,cost,timespent,success
0,./map2.txt,0,23,32.231194,0.15007657899695914,True
1,./map2.txt,0,23,32.231194,0.14659943399601616,True
2,./map2.txt,0,23,32.231194,0.15557739599898923,True
3,./map2.txt,0,23,32.231194,0.16774202800297644,True
