map1.txt
1.57,0.78,1.57,0.78,1.57,
1.62252,0.78108,2.24735,0.927687,1.45148,
1.603,0.876792,2.75536,1.15626,1.932,
1.57934,0.789009,2.7011,1.56587,2.43226,
1.30983,0.997646,2.62833,1.26444,2.80321,
0.908124,1.20615,2.58416,1.50619,3.34652,
0.937807,1.04079,3.16714,1.7508,3.53545,
0.876376,1.01653,3.69878,2.04761,3.6948,
0.877751,0.993417,3.85599,2.13083,3.87336,
0.883934,1.38683,3.73441,2.75838,4.08343,
0.488692,1.90241,3.59538,2.98451,4.38078,
0.392,2.35,3.14,2.82,4.71,
